IATA_1,IATA_2,Distance
SRZ,VVI,18959
SAB,SFG,53847
SAB,SKB,64915
SAB,EUX,30418
SAB,SXM,45628
SAB,AXA,64718
SAB,NEV,82887
SAB,SBH,49253
EGE,HDN,96788
EGE,ASE,46877
EGE,SBS,97361
EGE,RIL,70603
SKN,ANX,91029
SKN,EVE,67699
SKN,NVK,97263
SKN,LKN,75283
SKN,SVJ,40219
CGF,CLE,34784
CGF,AKC,58755
CGF,SKY,98305
CGF,YNG,75436
CGF,CAK,72341
CGF,BKL,17240
CGF,LNN,15489
MFD,CLE,86285
MFD,AKC,91502
MFD,CMH,97023
MFD,SKY,69071
MFD,CAK,91056
MFD,OSU,95061
MFD,FDY,99244
MFD,GQQ,19034
CSG,LSF,20526
CSG,LGC,56246
CSG,PIM,36498
CSG,EUF,65390
CSG,AUO,47733
LAW,LTS,78661
LAW,SPS,64814
LAW,FSI,9234
LAW,HBR,74777
LAW,DUC,43253
FNL,BFK,86367
FNL,DEN,71709
FNL,CYS,80132
FNL,APA,99118
FNL,BJC,61116
FNL,WBU,49410
FNL,GXY,32063
FLG,PRC,87060
FLG,SDX,33990
FLG,INW,87330
TVL,RNO,70159
TVL,TKF,49059
TWF,BYI,59141
MVY,ACK,48874
MVY,PVD,77047
MVY,FMH,30531
MVY,SFZ,93660
MVY,HYA,41468
MVY,EWB,42514
MVY,PVC,82311
MVY,WST,99453
MVY,BID,84403
MVY,PYM,58214
MVY,NCO,70289
CON,BED,83401
CON,MHT,30552
CON,LEB,80163
CON,PSM,56876
CON,ASH,46877
CON,LWM,62239
CON,BVY,83802
CON,EEN,71103
CON,FRY,98489
GON,BDR,92367
GON,FOK,73177
GON,PVD,68684
GON,HFD,67708
GON,SFZ,80291
GON,BDL,86089
GON,HVN,70782
GON,EWB,98559
GON,WST,20317
GON,BID,43068
GON,NCO,60595
GON,OXC,92508
GON,MTP,30089
STC,MSP,98959
STC,BRD,95004
STC,FCM,93005
BPE,SHP,66563
GTR,CBM,25525
GTR,TCL,94662
GTR,TUP,92521
HQM,AST,90634
HQM,OLM,78544
HQM,CLS,79704
HQM,SHN,66539
ERI,FKL,82712
ERI,JHW,76028
ERI,DKK,87182
ERI,DU9,99840
HYA,BOS,97871
HYA,ACK,49840
HYA,PVD,95011
HYA,FMH,20079
HYA,MVY,41468
HYA,EWB,56256
HYA,PVC,45083
HYA,PYM,45794
HYA,NCO,94501
HYA,OWD,93965
SPR,CTM,75763
SPR,BZE,54940
SDX,PRC,61711
SDX,FLG,33990
SDX,INW,99087
MGW,PIT,98241
MGW,EKN,84034
MGW,CKB,46947
MGW,LBE,82886
MGW,AGC,79213
MGW,HLG,85989
MGW,CBE,99107
CRW,BKW,77080
CRW,HTS,84207
AVP,BGM,99181
AVP,ABE,80014
AVP,HZL,45283
AVP,WBW,11632
AVP,MPO,36500
THG,GLT,95631
THG,TDR,73993
FGI,APW,29041
FGI,MXS,57238
BNK,OOL,74737
BNK,LSY,29454
MKC,MCI,22046
MKC,FLV,38918
MKC,FOE,94553
MKC,STJ,77180
MKC,JCI,41492
MKC,TOP,89166
MKC,LWC,55337
MKC,OJC,33140
NZJ,LAX,69285
NZJ,HHR,62257
NZJ,LGB,42036
NZJ,BUR,82305
NZJ,ONT,43964
NZJ,RAL,40526
NZJ,RIV,49255
NZJ,SNA,12691
NZJ,VNY,91884
NZJ,CLD,73996
NZJ,FUL,31724
NZJ,OCN,61925
NZJ,AVX,70363
NZJ,TOA,58128
NZJ,SMO,76558
NZJ,SBD,65419
NZJ,RBK,57034
NZJ,WHP,90439
NZJ,POC,46492
NZJ,EMT,53595
NZJ,CCB,48642
NZJ,CNO,34358
NZJ,BNG,85923
PHY,PHS,98375
CJM,VBP,84012
SWA,MXZ,96491
GEO,OGL,37974
GEO,GFO,47016
AGT,IGR,48636
AGT,IGU,39424
OGL,GEO,37974
OGL,GFO,78553
KAI,ORJ,78198
KAI,MHA,39494
AOI,RMI,75215
AOI,PEG,89884
TCP,ETH,17866
TCP,VDA,42095
TCP,AQJ,23381
TCP,ETM,27171
LYB,CYB,21802
BJV,KGS,71982
BJV,LRS,76940
BJV,SMI,82546
BJV,BXN,12310
BJV,JKL,71769
TBJ,AAE,96661
SAW,ISL,42496
SAW,KCO,67710
SAW,YEI,74759
SAW,BTZ,78286
SAW,IST,62804
SCE,IPT,89297
SCE,AOO,73323
SCE,DUJ,95497
SCE,LHV,47952
NTL,CES,46050
NTL,MTL,33596
NTL,BEO,34883
KLU,LJU,47520
KLU,GRZ,92477
HFT,ALF,79111
HFT,HAA,60520
HFT,LKL,83693
HFT,HVG,92188
HVG,HFT,92188
HVG,MEH,66766
MEH,BJF,83276
MEH,HVG,66766
MEH,BVG,47278
VDS,BJF,59855
VDS,KKN,37835
VDS,BVG,94667
VDS,VAW,55578
IKA,THR,33725
IKA,PYK,49741
SPI,BMI,95748
SPI,DEC,69432
SPI,PIA,91302
CEZ,DRO,79283
CEZ,FMN,71850
CEZ,TEX,96321
HDN,EGE,96788
HDN,SBS,30052
GUP,GNT,89176
LBL,GUY,63087
HOV,AES,42645
HOV,FRO,86246
HOV,MOL,87704
HOV,SDN,38997
ISC,LEQ,49189
ISC,PZE,60251
SGF,JLN,98951
SGF,BKG,81185
NVK,BDU,83148
NVK,EVE,29582
NVK,SKN,97263
BVG,BJF,38626
BVG,MEH,47278
BVG,VDS,94667
BVG,VAW,93905
FBU,OSL,34771
FBU,NTB,86978
FBU,RYG,58324
FBU,SKE,98859
FBU,TRF,81489
AAQ,GDZ,70338
AAQ,KHC,84897
JLN,SGF,98951
JLN,XNA,98333
JLN,CFV,95509
JLN,PPF,91495
ABE,TTN,67594
ABE,PNE,73214
ABE,PHL,88493
ABE,MUI,98487
ABE,NXX,56124
ABE,AVP,80014
ABE,LNS,93516
ABE,RDG,53825
ABE,MMU,88087
ABE,HZL,59726
ABE,BBX,59190
ABE,LLY,93731
ABE,WBW,79666
ABE,CTH,83149
ABE,DYL,44597
ABE,MPO,54285
ABE,UKT,24654
XNA,FYV,33173
XNA,JLN,98333
SBN,AZO,86266
SBN,MGC,41882
SBN,GYY,91685
SBN,EKI,26128
SBN,VPZ,64055
BKA,SVO,56537
BKA,VKO,50295
BKA,DME,25141
BKA,ZIA,9092
BKA,CKL,29066
BKA,OSF,36726
USK,PEX,98962
PEX,USK,98962
IWA,KMW,95573
IWA,IAR,83720
KIJ,SDS,63089
SMD,FWA,18697
SMD,ANQ,55551
SMD,EKI,95649
ACV,CEC,89927
ACV,EKA,19451
OAJ,GSB,65065
OAJ,EWN,58598
OAJ,ILM,67647
OAJ,PGV,92063
OAJ,ISO,55906
OAJ,OCW,97087
TCL,BHM,88373
TCL,CBM,90550
TCL,GTR,94662
DBQ,LNR,99915
DBQ,CWI,70891
DBQ,PCD,76615
HHP,HKG,24522
HHP,MFM,59785
HHP,SZX,52432
HHP,ZUH,86002
HHP,HUZ,96362
ATD,AKS,40882
ATD,AFT,36064
AKS,ATD,40882
AKS,AFT,61810
BAS,MNY,59269
BAS,CHY,64294
MBU,HIR,42744
MBU,XYA,99780
IRA,RNA,66191
IRA,NNB,75282
MUA,GZO,50884
MUA,RBV,45492
MUA,EGM,73049
MUA,RIN,26045
MUA,BPF,97824
GZO,MUA,50884
GZO,RBV,86202
GZO,RIN,30913
MNY,BAS,59269
RUS,HIR,97322
RUS,AFT,75839
KGE,RBV,93456
RBV,MUA,45492
RBV,GZO,86202
RBV,KGE,93456
RBV,EGM,52441
RBV,RIN,55293
RBV,BPF,68375
CMU,GKA,47041
CMU,HGU,77904
DAU,NLF,82620
DAU,SBR,71811
DAU,OKR,77256
PNP,EFG,81285
PNP,KGW,79413
PNP,NDN,78380
PNP,BNM,78279
UNG,TBG,94503
KRI,VMU,63411
KMA,KZF,59171
MDU,HGU,79256
MDU,MXH,52207
MDU,TIZ,85422
MDU,WBM,62031
MXH,MDU,52207
MXH,TIZ,66028
TIZ,MDU,85422
TIZ,MXH,66028
TBG,UNG,94503
TBG,OKL,78174
VAI,DJJ,88435
VAI,WAR,69457
WBM,HGU,48887
WBM,MDU,62031
LLU,UAK,77873
LLU,JJU,37637
LLU,JNN,40412
LLU,JNS,57063
LLU,QFG,25598
CNP,OBY,37868
JGO,JAV,96944
JGO,JEG,65743
JGO,QJE,46468
JGO,XIQ,96908
JGO,QJI,96148
JJU,UAK,59315
JJU,LLU,37637
JJU,JNN,77438
JJU,JNS,22501
JJU,QFG,12411
JNN,LLU,40412
JNN,JJU,77438
JNN,JNS,97475
JNN,QFG,65065
JNS,UAK,43596
JNS,LLU,57063
JNS,JJU,22501
JNS,JNN,97475
JNS,QFG,34060
JQA,UMD,22318
JQA,QQT,97357
GRY,AEY,98638
GRY,HZK,71188
GRY,SIJ,61015
THO,HZK,98871
THO,VPN,59627
THO,MVA,95300
VPN,EGS,52911
VPN,THO,59627
VPN,MVA,95024
VPN,NOR,83110
YWS,CXH,95249
YWS,YSE,43077
YAA,QBC,88079
YWM,YFX,22876
YWM,YHA,34215
YWM,YMH,29704
YFX,YWM,22876
YFX,YHA,44988
YFX,YMH,14130
YHA,YWM,34215
YHA,YFX,44988
YHA,YMH,38949
SUR,WNN,54360
SUR,KIF,94532
SUR,XKS,91098
SUR,YLH,70433
SUR,YWP,83301
YAX,XBE,95821
YAX,KIF,94921
YAX,XKS,71533
YAX,YTL,21148
WNN,SUR,54360
WNN,KIF,40196
WNN,XKS,82389
WNN,YBS,79959
YNO,YHP,96973
YNO,YVZ,76037
YNO,ZSJ,68685
YNO,KEW,56516
XBE,YAX,95821
XBE,YTL,75953
XBE,MSA,75860
XBE,ZPB,77081
KIF,SUR,94532
KIF,YAX,94921
KIF,WNN,40196
KIF,XKS,98828
KIF,YTL,89688
KIF,ZRJ,97992
KIF,YBS,57205
YHP,YNO,96973
YHP,YPM,37988
YHP,YVZ,61815
YHP,ZGR,83135
YKU,YGL,82372
YKU,YNC,88682
ZTB,ZLT,33597
ZTB,YHR,29044
ZTB,YIF,78521
ZLT,ZTB,33597
ZLT,YHR,61647
ZLT,YIF,47870
YAG,INL,10160
YAG,BDE,86554
XKS,SUR,91098
XKS,YAX,71533
XKS,WNN,82389
XKS,KIF,98828
XKS,YTL,88906
YKG,YPJ,84364
YAT,YFA,94904
YAT,ZKE,88058
YBE,ZFD,77726
YBX,YAY,76733
YRF,YBI,86405
YCS,YRT,91780
YDP,YNP,77091
YFA,YAT,94904
YFA,ZKE,9121
YFH,YLH,70566
YMN,YHO,77971
YMN,YSO,42482
YGB,YBL,61160
YGB,YCD,85266
YGB,YQQ,26631
YGB,YPW,15639
YGB,ZNA,70178
YGB,YSE,98040
YGO,YIV,78823
YGO,YOH,65554
YGO,YST,82801
YGO,ZGI,41015
YGO,YRS,74650
YGT,YUX,69379
YGX,ZAC,90387
YGX,ILF,64914
CXH,YCD,61322
CXH,YCW,86653
CXH,YVR,12381
CXH,YXX,62276
CXH,YYJ,75665
CXH,BLI,69756
CXH,YWH,98899
CXH,YWS,95249
CXH,LPS,91109
CXH,FRD,86218
CXH,ESD,66886
CXH,ZNA,62221
CXH,YGG,56479
CXH,YDT,25549
CXH,YLY,41032
CXH,YBW,61253
CXH,YSE,54371
YHO,YMN,77971
YHO,YNP,79276
YHO,YSO,66173
YHR,ZTB,29044
YHR,ZLT,61647
YHR,ZGS,77618
YIV,YGO,78823
YIV,YST,13085
YIV,YRS,79588
AKV,YPX,97719
YKQ,ZEM,85388
YPJ,YKG,84364
YPJ,YTQ,72928
YLH,SUR,70433
YLH,YFH,70566
YLH,YWP,93063
YMH,YWM,29704
YMH,YFX,14130
YMH,YHA,38949
YNC,YKU,88682
YNC,ZEM,89754
YNE,YCR,72815
YNE,ZJG,63773
YNL,ZWL,56640
YOH,YGO,65554
YOH,ZGI,77558
YPM,YHP,37988
YPM,YRL,84729
YPM,YVZ,93268
YPW,YBL,56795
YPW,YCD,98002
YPW,YQQ,31029
YPW,YGB,15639
YPW,ZNA,82648
YPW,YSE,96298
YQD,YFO,87526
YQN,YGQ,48272
YRL,YPM,84729
YSF,ZFD,76802
YST,YGO,82801
YST,YIV,13085
YST,YRS,91955
YTL,YAX,21148
YTL,XBE,75953
YTL,KIF,89688
YTL,XKS,88906
YVZ,YNO,76037
YVZ,YHP,61815
YVZ,YPM,93268
YVZ,ZSJ,66250
YVZ,KEW,90460
YWP,SUR,83301
YWP,YLH,93063
YXN,YRT,68260
ZAC,YGX,90387
ZAC,ILF,29693
ZAC,KES,26763
ZAC,PIW,87288
ILF,YGX,64914
ILF,ZAC,29693
ILF,KES,55754
ZBF,YCH,72599
ZBF,YCL,59755
ZBF,YVB,53362
ZEM,YKQ,85388
ZEM,YNC,89754
ZFD,YBE,77726
ZFD,YSF,76802
ZGI,YGO,41015
ZGI,YOH,77558
ZGI,YRS,82098
ZKE,YAT,88058
ZKE,YFA,9121
MSA,XBE,75860
MSA,ZPB,57653
MSA,ZRJ,63020
MSA,KEW,87372
ZMT,YZP,88485
ZPB,XBE,77081
ZPB,MSA,57653
ZPB,YRS,94134
ZRJ,KIF,97992
ZRJ,MSA,63020
ZRJ,YBS,73339
ZSJ,YNO,68685
ZSJ,YVZ,66250
ZSJ,KEW,34971
ZWL,YNL,56640
ZWL,YBT,91342
BLJ,CZL,64726
ELU,TGR,80861
HDF,SZZ,59243
HDF,GTI,77868
HDF,PEF,39697
HDF,FNB,63655
HEI,HAM,92029
HEI,XFW,92170
HEI,KEL,84677
HEI,BRV,75130
HEI,WVN,91477
HEI,FLF,75610
HEI,GWT,92027
HEI,FCN,45787
HEI,WBG,52477
HEI,HGL,64340
HEI,AGE,76714
HEI,PSH,22250
HEI,EUM,68337
HGL,BRV,86967
HGL,EME,99321
HGL,WVN,76564
HGL,NRD,69673
HGL,GWT,85544
HGL,FCN,67267
HGL,NOD,77733
HGL,JUI,79538
HGL,HEI,64340
HGL,AGE,44806
HGL,LGO,56383
HGL,PSH,52008
HGL,BMR,62379
SJY,KAU,49682
SJY,KHJ,34063
SJY,VAA,67408
NQT,BHX,68769
NQT,CVT,66967
NQT,MAN,93314
NQT,HUY,87523
NQT,EMA,19431
NQT,QUY,90721
NQT,QCY,64126
NQT,SQZ,55766
NQT,WTN,46180
NQT,DSA,62566
DSA,MAN,85058
DSA,HUY,44895
DSA,LBA,60638
DSA,EMA,75336
DSA,QCY,70855
DSA,SQZ,36075
DSA,HRT,65244
DSA,WTN,47669
DSA,NQT,62566
CAL,BFS,93131
CAL,BHD,91952
CAL,GLA,92397
CAL,ILY,45067
CAL,PIK,69850
CAL,CSA,77360
EOI,KOI,27006
EOI,WIC,83524
EOI,FIE,75427
EOI,NRL,27509
EOI,PPW,19356
EOI,SOY,8435
EOI,NDY,12972
EOI,WRY,20453
FIE,KOI,97070
FIE,LSI,42512
FIE,EOI,75427
FIE,NRL,49321
FIE,PPW,74857
FIE,SOY,71427
FIE,NDY,62455
FIE,LWK,76163
FIE,WRY,77610
NRL,KOI,52925
NRL,LSI,85736
NRL,EOI,27509
NRL,FIE,49321
NRL,PPW,26487
NRL,SOY,26394
NRL,NDY,15347
NRL,WRY,29313
PPW,KOI,43849
PPW,EOI,19356
PPW,FIE,74857
PPW,NRL,26487
PPW,SOY,26364
PPW,NDY,21579
PPW,WRY,2826
SOY,KOI,26665
SOY,WIC,81779
SOY,EOI,8435
SOY,FIE,71427
SOY,NRL,26394
SOY,PPW,26364
SOY,NDY,11200
SOY,WRY,27923
NDY,KOI,37582
NDY,WIC,92979
NDY,EOI,12972
NDY,FIE,62455
NDY,NRL,15347
NDY,PPW,21579
NDY,SOY,11200
NDY,WRY,23960
LWK,LSI,34996
LWK,SCS,26939
LWK,FIE,76163
LWK,OUK,37597
LWK,UNT,65378
WRY,KOI,43768
WRY,WIC,99570
WRY,EOI,20453
WRY,FIE,77610
WRY,NRL,29313
WRY,PPW,2826
WRY,SOY,27923
WRY,NDY,23960
LEQ,NQY,61004
LEQ,ISC,49189
LEQ,PZE,11217
PZE,NQY,50934
PZE,ISC,60251
PZE,LEQ,11217
VLY,IOM,93157
BRR,BEB,51246
BRR,TRE,67997
CFN,ENK,84405
CFN,LDY,75254
CFN,SXL,86658
CNL,BYR,52653
CNL,AAL,51121
LKN,SKN,75283
LKN,RET,93990
LKN,SVJ,44967
LKN,VRY,66610
OSY,RVK,45669
MQN,MJF,81074
MQN,SSJ,94078
MQN,HMV,71407
RVK,BNN,85547
RVK,OSY,45669
RET,LKN,93990
RET,VRY,30003
SDN,AES,81545
SDN,FRO,63294
SDN,HOV,38997
SDN,SOG,92915
SOG,SDN,92915
SVJ,EVE,86937
SVJ,SKN,40219
SVJ,LKN,44967
SOJ,ALF,94733
SOJ,HAA,89793
SOJ,TOS,79511
VAW,BJF,57266
VAW,KKN,82663
VAW,VDS,55578
VAW,BVG,93905
VRY,BOO,82003
VRY,LKN,66610
VRY,RET,30003
HFS,KSK,91036
HFS,KSD,65471
HFS,TYF,36031
KSD,KSK,66571
KSD,ORB,99635
KSD,HFS,65471
KSD,TYF,81692
TYF,HFS,36031
TYF,KSD,81692
AGH,CPH,76430
AGH,RKE,90809
AGH,KID,87442
AGH,MMX,90792
AGH,HAD,44002
SQO,LYC,66729
SQO,VHM,59018
HMV,MJF,85286
HMV,MQN,71407
VNT,LPX,97405
QRA,GCJ,28542
QRA,JNB,14897
QRA,HLA,40641
QRA,PRY,65929
QRA,WKF,46470
MQP,LLE,47656
MQP,SZK,67667
MQP,AAM,76913
MQP,NLP,23255
MQP,ASS,82630
AAM,HDS,70876
AAM,LLE,68193
AAM,SZK,16508
AAM,MQP,76913
AAM,NLP,99004
AAM,ASS,8528
TLD,ADY,55017
CIP,MFU,77936
YVA,HAH,19950
YVA,NWA,86666
WAQ,JVA,70371
WAQ,MXT,95055
JVA,ZVA,86393
JVA,WAQ,70371
JVA,WTS,82423
BMD,ZVA,96294
BMD,MOQ,70584
MXT,WAQ,95055
MXT,TVA,96582
MXT,WTA,64204
TVA,MXT,96582
WTA,BPY,97840
WTA,MXT,64204
WTS,JVA,82423
WPB,WAI,86051
WPB,WMP,54367
WMP,WPB,54367
CBT,BUG,17045
DUE,NZA,69173
VPE,XGN,82977
VPE,OND,97204
TCH,MYB,77718
VPY,UTA,86075
CMK,MAI,24385
CMK,MYZ,33842
OND,VPE,97204
OMD,ALJ,8534
SWP,WVB,36275
SWP,ADI,47824
ERS,WDH,42764
BOA,SZA,83030
BOA,MNB,79326
BOA,MAT,42122
MAT,BOA,42122
INO,KRZ,99991
NIO,FDU,74191
KRZ,INO,99991
OUK,LSI,67911
OUK,SCS,30013
OUK,LWK,37597
OUK,UNT,36292
GMZ,VDE,70336
GMZ,SPC,85002
GMZ,TFS,63111
GMZ,TFN,99365
BTE,KBS,95354
BTE,GBK,30112
KBS,BTE,95354
KBS,KEN,64705
KBS,GBK,71377
KEN,KBS,64705
KEN,WYE,81353
OXB,BQE,69480
NDR,MLN,33050
NDR,AHU,76821
RAI,MMO,39603
BEI,ASO,70720
BEI,DEM,99759
DEM,GMB,57410
DEM,BEI,99759
DEM,GOR,88133
GOR,DEM,88133
MTF,TIE,31366
TIE,MTF,31366
AAC,EGH,28021
AAC,BEV,87780
AAC,MIP,85967
AAC,GZA,46157
ASV,JRO,89543
ASV,ILU,95012
ASV,QSI,80378
NYK,UAS,85857
NYK,NYE,34333
MJI,TIP,27908
LDI,MYW,71486
DIU,IXK,95356
ABY,TVI,76606
ABY,TMA,68063
ABY,BGE,75619
ABY,EUF,99835
AHN,AND,83178
AHN,PDK,90504
AHN,LZU,58821
AHN,WDR,31722
AHN,GVL,58803
AHN,TOC,71878
AHN,CEU,90102
ALM,HMN,10939
ALM,WSD,67612
ALM,RUI,81328
ALO,CID,93987
ALO,CCY,59905
ALW,PSC,66782
ALW,PDT,61776
ALW,LGD,92205
APN,OSC,70968
APN,ECA,85890
APN,GLR,90209
BFD,DUJ,72818
BFD,JHW,64307
BFD,DKK,92861
BFF,AIA,68524
BFF,SNY,99974
BKW,CRW,77080
BKW,BLF,55208
BKW,LWB,64213
BQK,SVN,88979
BQK,SAV,99904
BQK,LIY,70750
BQK,JAX,87715
BQK,SSI,13898
BQK,NRB,96675
BQK,AYS,88414
BRL,MLI,90395
BRL,UIN,93747
BRL,EOK,44166
BRL,GBG,60949
CEC,ACV,89927
CGI,PAH,73055
CGI,MWA,76948
CGI,POF,83783
CGI,SIK,36344
CGI,MDH,67672
CIU,YAM,26225
CIU,PLN,79745
CIU,DRE,62300
CKB,EKN,55517
CKB,MGW,46947
CLM,YYJ,58887
CLM,NUW,67681
CLM,PAE,93775
CLM,YWH,34913
CLM,LPS,58060
CLM,PWT,89097
CLM,FRD,56939
CLM,ESD,78643
CLM,YGG,81742
CLM,YBW,72829
CLM,MVW,88936
DDC,GCK,69125
DUJ,FKL,83466
DUJ,JST,96135
DUJ,SCE,95497
DUJ,BFD,72818
EWB,BED,92539
EWB,BOS,76714
EWB,ACK,88388
EWB,PVD,39032
EWB,FMH,36269
EWB,SFZ,52053
EWB,MVY,42514
EWB,GON,98559
EWB,HYA,56256
EWB,PVC,75220
EWB,WST,79371
EWB,BID,76708
EWB,PYM,32102
EWB,NCO,38879
EWB,OWD,59991
FAY,POB,23444
FAY,RDU,99032
FAY,GSB,92235
FAY,FBG,16474
FAY,LBT,45494
FAY,SOP,53995
GGW,OLF,78344
HOT,LRF,99455
HOT,LIT,84649
HTS,CRW,84207
HTS,ATO,98166
HTS,PVL,89604
HTS,PMH,58440
LAR,CYS,74314
LAR,SAA,97106
LBE,PIT,74207
LBE,AOO,92146
LBE,JST,48678
LBE,MGW,82886
LBE,AGC,45444
LBE,CBE,91793
LBF,LXN,84866
LEB,MPV,67526
LEB,CON,80163
LEB,RUT,53149
LEB,EEN,81052
LMT,MFR,97001
LNS,MDT,40553
LNS,PHL,94169
LNS,APG,73778
LNS,MUI,41875
LNS,NXX,98042
LNS,ILG,76812
LNS,ABE,93516
LNS,RDG,40095
LNS,HAR,48424
LNS,HZL,99615
LNS,BBX,87769
LNS,CTH,39983
LNS,MTN,89182
LNS,UKT,85122
LYH,ROA,68604
LYH,DAN,84776
MKG,GRR,66501
MKG,LDM,89332
MSL,HUA,85005
MSL,HSV,77378
MSL,DCU,61711
OWB,EVV,46087
PIB,HBG,23903
PIH,IDA,79668
PLN,CIU,79745
PLN,DRE,95182
PLN,GLR,62476
PSM,BED,77636
PSM,BOS,80818
PSM,PWM,75714
PSM,MHT,52411
PSM,CON,56876
PSM,ASH,65298
PSM,LWM,47023
PSM,BVY,55482
RDG,TTN,98394
RDG,MDT,70840
RDG,PNE,87590
RDG,PHL,83541
RDG,MUI,51597
RDG,NXX,72170
RDG,ILG,83687
RDG,ABE,53825
RDG,LNS,40095
RDG,HAR,77364
RDG,HZL,67762
RDG,BBX,65246
RDG,CTH,45274
RDG,DYL,71682
RDG,MPO,97892
RDG,UKT,49845
RHI,CWA,96299
RHI,AUW,79463
RHI,EGV,36914
RHI,ARV,38847
RUT,MPV,81223
RUT,LEB,53149
RUT,EEN,89257
RUT,GFL,57369
SBP,VBG,55855
SBP,SMX,41219
SBP,LPC,65538
SBP,PRB,48565
SBP,SQA,87105
SLK,MSS,79489
SLK,BTV,84254
SLK,PBG,65623
SLK,YCC,83667
SLK,LKP,23650
SLN,FRI,82316
SLN,MHK,93452
SLN,HUT,82782
SLN,EWK,87974
SMX,VBG,21408
SMX,SBA,77204
SMX,SBP,41219
SMX,LPC,25990
SMX,PRB,87535
SMX,SQA,47662
TUP,CBM,75739
TUP,GTR,92521
TUP,UOX,71679
UIN,BRL,93747
UIN,EOK,60912
VCT,PSX,66593
VCT,RKP,86137
VLD,VAD,22124
VLD,LCQ,94739
VLD,TVI,59287
VLD,TMA,74746
VLD,AYS,98821
YKM,EAT,95949
ECN,LCA,33267
ECN,AKT,78104
ECN,GEC,22649
RJL,PNA,65188
RJL,VIT,57350
IDY,LBY,63631
IDY,EDM,77305
IDY,NTE,76544
IDY,SNR,68256
ANE,TUF,79496
ANE,CET,68195
ANE,LVA,61546
ANE,LME,57858
LTT,CEQ,53474
LTT,NCE,77862
LTT,CTT,56761
LTT,TLN,29821
LTT,FRJ,31301
JSY,JMK,35139
JSY,MLO,91119
JSY,JNX,53042
JSY,PAS,47038
PEV,OSI,73578
PEV,TZR,51245
SOB,TZR,66621
AOT,QNJ,98981
AOT,TRN,63747
AOT,SIR,53654
AOT,CVF,68700
AOT,MVV,56376
AOT,MFX,71825
QSR,NAP,60101
CVU,FLW,24116
USQ,AFY,98240
USQ,KZR,74446
KSY,LWN,66256
KSY,IGD,91838
SFQ,ADF,78410
SFQ,GNY,39349
KCM,GZT,80644
AJI,IGD,81093
ADF,MLX,85066
ADF,SFQ,78410
ADF,GNY,49279
ISE,AFY,99068
ISE,DNZ,59174
EDO,MJT,65976
EDO,BZI,78587
EDO,CKZ,82038
SZF,MZH,99693
ILZ,UHE,88410
ILZ,OSR,63233
ILZ,PRV,90324
ILZ,PZY,88613
ILZ,SLD,76271
GDT,NCA,97850
GDT,XSC,40783
GDT,MDS,80441
GDT,SLX,13778
MDS,NCA,17444
MDS,PLS,48251
MDS,XSC,44686
MDS,GDT,80441
MDS,SLX,83078
SLX,XSC,39655
SLX,GDT,13778
SLX,MDS,83078
AZS,SDQ,93525
AZS,STI,91931
AZS,JBQ,81456
AZS,HEX,91931
JBQ,SDQ,37020
JBQ,AZS,81456
JBQ,COZ,86113
JBQ,HEX,11571
PBR,SAP,77271
AAZ,RER,43747
AAZ,TAP,93744
AAZ,AQB,41169
AHS,PEU,65598
AHS,BHG,38337
AHS,WSP,91382
PEU,AHS,65598
PEU,BHG,98979
PEU,WSP,61637
CYW,BJX,79398
CYW,MLM,78819
CYW,QRO,73484
JAL,VER,73841
CTD,SYP,60032
CTD,RIH,53198
ONX,BLB,57320
ONX,PAC,54725
ONX,PTY,61934
JQE,PLP,98966
PLP,JQE,98966
PLP,ACD,93483
PLP,PUE,84776
PLP,CPB,90738
TTQ,GPL,30518
TTQ,LIO,82394
TTQ,SJO,81002
TTQ,BCL,38905
TTQ,SYQ,77664
BCL,GPL,65608
BCL,TTQ,38905
PBP,JAP,67052
PBP,LIR,84239
PBP,NOB,33722
PBP,TMU,41291
PBP,PLD,12236
PJM,DAV,96552
PJM,BAI,70279
PJM,OTR,37263
PJM,GLF,18671
PJM,PMZ,50062
PJM,TOO,49711
PJM,DRK,42907
SYQ,JAP,69443
SYQ,GPL,47437
SYQ,SJO,8603
SYQ,XQP,57217
SYQ,TTQ,77664
SYQ,FON,79374
SYQ,TMU,98898
JEE,CYA,59423
PAX,CAP,72023
TND,CFG,58944
TND,SNU,78553
TND,USS,60761
COX,MAY,17287
COX,ASD,63545
COX,NMC,91873
COX,NAS,98790
ATC,GHB,98594
ATC,RSD,58829
ATC,TYM,92978
ATC,TBI,41548
TBI,GGT,94322
TBI,RSD,97691
TBI,SML,83708
TBI,RCY,94117
TBI,ZSA,98350
TBI,ATC,41548
CRI,AXP,40202
PID,MAY,96702
PID,ASD,65896
PID,SAQ,75594
PID,CCZ,69310
PID,GHC,90943
PID,ELH,75857
PID,NMC,72863
PID,NAS,17461
AIU,MUK,83079
AIU,MOI,45722
MUK,AIU,83079
MUK,MOI,49707
MOI,AIU,45722
MOI,MUK,49707
ICI,LKB,75272
ICI,VBV,65555
PTF,NAN,26197
PTF,MNF,15694
PTF,TTL,92188
MNF,NAN,37713
MNF,PTF,15694
MNF,TTL,83780
MFJ,NGI,81792
NGI,SUV,83038
NGI,LEV,76255
NGI,MFJ,81792
NGI,KXF,86134
LKB,ICI,75272
LBS,TVU,87179
LBS,KXF,98250
LBS,SVU,37415
TVU,LBS,87179
TVU,SVU,84290
TVU,LUC,23285
